6.569326015465980396e+06,6.090625616915200371e+05,3.692492094181359263e+00
6.570058276496429928e+06,6.085497406107679708e+05,6.716052893650367395e+00
6.575140366724760272e+06,6.071493845392010408e+05,4.002261025300286157e+00
6.568670671670559794e+06,6.085347117300470127e+05,5.046073561934419693e+00
6.573145558614459820e+06,6.082977333139670081e+05,5.108630512277313684e+00
6.568498243364219554e+06,6.099610093117739307e+05,4.073794886795838011e+00
6.578529219002310187e+06,6.062358110652560135e+05,4.101152805449445715e+00
6.570772032082369551e+06,6.073820282847499475e+05,4.064271376381676681e+00
6.574236993216020055e+06,6.053736621499889297e+05,4.077600134399567366e+00
6.579665620777729899e+06,6.048958364039920270e+05,5.388343767861496936e+00
6.565749975870640017e+06,6.108611164762519766e+05,4.105827869381077022e+00
6.568805484968519770e+06,6.095148085917530116e+05,3.355302253991057082e+00
6.567918108670540154e+06,6.083374920879489509e+05,4.112457281819735577e+00
6.575050738027820364e+06,6.077522138566659996e+05,4.707848771674338018e+00
6.575738789570529945e+06,6.056593158390249591e+05,3.928027302497291373e+00
6.571113569673440419e+06,6.081371842977789929e+05,4.339565385966031030e+00
6.565856593107109889e+06,6.108580107257049531e+05,4.081868033237377347e+00
6.573734341445770115e+06,6.064794204046070809e+05,3.766066941780450428e+00
6.567518207416379824e+06,6.092784770392510109e+05,4.112809249618011087e+00
6.578242057905550115e+06,6.035721749628100079e+05,4.167824913181831903e+00
6.578023741438279860e+06,6.072315095767989988e+05,4.751136711976730709e+00
6.575958113896200433e+06,6.058714363407960627e+05,3.806362803625452873e+00
6.566563357396850362e+06,6.094699991411590017e+05,5.003655484261527064e+00
6.567709543933239765e+06,6.085074701527310535e+05,4.536568434335954692e+00
6.574338670901039615e+06,6.089732801093460293e+05,3.656604851629855268e+00
6.573211973169529811e+06,6.068762639484370593e+05,3.436179437724339536e+00
6.580631258600359783e+06,6.050870473254480166e+05,4.059919387436257132e+00
6.572836616148940288e+06,6.086887847356350394e+05,5.785300022478038429e+00
6.575807938831510022e+06,6.081126377632720396e+05,4.855668201985463561e+00
6.577552869347030297e+06,6.056633021292120684e+05,4.101506630967244327e+00
6.577869696456619538e+06,6.055454079411460552e+05,3.791307574620945253e+00
6.566599731551299803e+06,6.107269682961520739e+05,4.041502168741740064e+00
6.575778548809760250e+06,6.070767942637720844e+05,4.035066072868735532e+00
6.576126244621329941e+06,6.080490051664910279e+05,4.343256091485049986e+00
6.568347698112539947e+06,6.084345925423910376e+05,4.537988591723279619e+00
6.570433711969690397e+06,6.067359304631120758e+05,4.007383479058034048e+00
6.573522631537970155e+06,6.065399541142970556e+05,3.953008865201467437e+00
6.576940619470640086e+06,6.066621663974650437e+05,4.027388237762273171e+00
6.565444487689170055e+06,6.113624403214839986e+05,4.608515337286228863e+00
6.570446006926390342e+06,6.071726899680199567e+05,3.929097481805216674e+00
6.573222745399139822e+06,6.072581491886849981e+05,3.997988680784886562e+00
6.565942577350149862e+06,6.101443259516550461e+05,4.211114802197412743e+00
6.581032166750630364e+06,6.041496916898699710e+05,3.984817012738963271e+00
6.579192740115259774e+06,6.032191305538539309e+05,3.691504838306308045e+00
6.578760849388030358e+06,6.068835359030020190e+05,4.040804424535429540e+00
6.576654665716060437e+06,6.040519336625579745e+05,3.464191654042224400e+00
6.578424125982199796e+06,6.062932810007339576e+05,3.855730445127162564e+00
6.565075428069960326e+06,6.096769609533300390e+05,4.386015069002953126e+00
6.576313190543599427e+06,6.071162515833529178e+05,4.296026083250725769e+00
6.576352809422840364e+06,6.047148295189079363e+05,4.093958418910954578e+00
6.572066935231640004e+06,6.078915787879760610e+05,4.137369782273635721e+00
6.578787109147470444e+06,6.039933978472379968e+05,4.142613580377834559e+00
6.578895227312509902e+06,6.040449437249109615e+05,4.134637156374128431e+00
6.575332120067380369e+06,6.063800185511040036e+05,4.109440995700846422e+00
6.572151924010700546e+06,6.071245657467510318e+05,3.933849069118923403e+00
6.571722366623089649e+06,6.070274445239240304e+05,3.634144403877246354e+00
6.567005592399129644e+06,6.100041761567889480e+05,4.183094599751290943e+00
6.578122662245290354e+06,6.069560699463250348e+05,4.137792935312914366e+00
6.575369049406129867e+06,6.076886032667310210e+05,4.755465156963676776e+00
6.578995871052820235e+06,6.038241292051590281e+05,4.098993414375944333e+00
6.575579194884669967e+06,6.075735062997979112e+05,5.089407786391733524e+00
6.565291815520710312e+06,6.097801558536969824e+05,4.475198317151015459e+00
6.577693104832019657e+06,6.068591272261990234e+05,4.518018216997590208e+00
6.577509138606769964e+06,6.040830136638999684e+05,4.356914511890091823e+00
6.566053944583630189e+06,6.103052154464439955e+05,3.966692652367020067e+00
6.570092780749630183e+06,6.097509514321760507e+05,4.026753687753573452e+00
6.573059241217469797e+06,6.090100251748840092e+05,4.778449330418633068e+00
6.565541522098599002e+06,6.110313256810620660e+05,4.109133431589098606e+00
6.576600885706350207e+06,6.059625869346190011e+05,3.930048794656261890e+00
